Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cuba,CUB,1542.01887627483
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Curacao,CUW,4973.29158224351
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cyprus,CYP,3853.35489802755
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Czechia,CZE,6525.47304268137
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Denmark,DNK,5755.1722252014
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Djibouti,DJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominica,DMA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Dominican Republic,DOM,1693.58611857875
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ecuador,ECU,1510.09044337374
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Egypt, Arab Rep.",EGY,1509.6999755228
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,El Salvador,SLV,1057.80514592793
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Equatorial Guinea,GNQ,751.417364746371
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eritrea,ERI,97.5250247361732
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Estonia,EST,6987.72626079774
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ethiopia,ETH,92.3124380650632
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Faroe Islands,FRO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Fiji,FJI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Finland,FIN,15508.1691812129
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,France,FRA,7049.57659279671
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,French Polynesia,PYF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gabon,GAB,1014.68179737585
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Gambia, The",GMB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Georgia,GEO,3311.95343427341
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Germany,DEU,6580.29256436905
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ghana,GHA,469.785528590296
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Gibraltar,GIB,6001.01425593058
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greece,GRC,5118.46106292896
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Greenland,GRL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Grenada,GRD,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guam,GUM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guatemala,GTM,653.188065835417
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea,GIN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guinea-Bissau,GNB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Guyana,GUY,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Haiti,HTI,81.4936259827974
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Honduras,HND,776.979600916486
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Hong Kong SAR, China",HKG,6338.12384288549
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Hungary,HUN,4460.37980620687
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iceland,ISL,52576.1101388662
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,India,IND,988.272169542114
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Indonesia,IDN,994.537838522229
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Iran, Islamic Rep.",IRN,3299.83413984305
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Iraq,IRQ,1104.84586986202
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ireland,IRL,5943.04405452401
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Isle of Man,IMN,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Israel,ISR,6986.08349900596
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Italy,ITA,5260.0173104957
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jamaica,JAM,1179.12874817897
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Japan,JPN,7852.89774387403
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Jordan,JOR,1725.46739842077
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kazakhstan,KAZ,5034.26549964328
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kenya,KEN,175.810605144907
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kiribati,KIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Dem. People's Rep.",PRK,771.114669721117
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Korea, Rep.",KOR,10613.6364189565
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kosovo,XKX,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kuwait,KWT,15390.6205681901
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Kyrgyz Republic,KGZ,1911.92664392688
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lao PDR,LAO,935.388295294209
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Latvia,LVA,3725.00681881596
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lebanon,LBN,3358.30258340791
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lesotho,LSO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liberia,LBR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Libya,LBY,4088.60093168886
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Liechtenstein,LIE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Lithuania,LTU,4448.24287427567
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Luxembourg,LUX,12309.6575650684
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Macao SAR, China",MAC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,North Macedonia,MKD,3580.52340238197
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Madagascar,MDG,82.6377341045149
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malawi,MWI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malaysia,MYS,4916.00089902704
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Maldives,MDV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mali,MLI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Malta,MLT,5035.09488912078
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Marshall Islands,MHL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritania,MRT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mauritius,MUS,2412.35085723764
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mexico,MEX,2430.32564224662
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Micronesia, Fed. Sts.",FSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Moldova,MDA,2166.48449980182
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Monaco,MCO,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mongolia,MNG,2358.86516184453
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Montenegro,MNE,5133.20943751728
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Morocco,MAR,940.186570352384
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Mozambique,MOZ,459.035790603653
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Myanmar,MMR,265.915851101789
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Namibia,NAM,1566.87772166245
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nauru,NRU,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nepal,NPL,231.188329835535
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Netherlands,NLD,6757.50080398393
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Caledonia,NCL,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,New Zealand,NZL,8464.41195372751
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nicaragua,NIC,604.597066131043
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Niger,NER,61.6182226437207
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Nigeria,NGA,138.391346832216
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Northern Mariana Islands,MNP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Norway,NOR,23926.0449343069
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Oman,OMN,7686.15718495283
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Pakistan,PAK,481.176635278184
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Palau,PLW,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Panama,PAN,2384.82064845207
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Papua New Guinea,PNG,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Paraguay,PRY,2030.5268195617
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Peru,PER,1561.29701768941
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Philippines,PHL,866.813544333681
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Poland,POL,4363.43809737663
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Portugal,PRT,5016.98235792727
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Puerto Rico,PRI,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Qatar,QAT,17849.9895969806
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Romania,ROU,2820.56539536543
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Russian Federation,RUS,6902.44952931316
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Rwanda,RWA,55.1811456122419
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Samoa,WSM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,San Marino,SMR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sao Tome and Principe,STP,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Saudi Arabia,SAU,11871.75313406
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Senegal,SEN,310.52554399758
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Serbia,SRB,4800.8454717515
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Seychelles,SYC,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sierra Leone,SLE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Singapore,SGP,9451.80114416079
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sint Maarten (Dutch part),SXM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovak Republic,SVK,5213.46417689146
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Slovenia,SVN,7145.7130749359
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Solomon Islands,SLB,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Somalia,SOM,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Africa,ZAF,3768.65196675465
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,South Sudan,SSD,51.3269011292302
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Spain,ESP,5416.99125850377
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sri Lanka,LKA,679.264321423657
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Kitts and Nevis,KNA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Lucia,LCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Martin (French part),MAF,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,St. Vincent and the Grenadines,VCT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sudan,SDN,282.711656394576
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Suriname,SUR,2936.76787152837
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Eswatini,SWZ,1133.17184716334
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Sweden,SWE,12811.5038135938
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Switzerland,CHE,7354.04558218507
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Syrian Arab Republic,SYR,847.911718918199
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tajikistan,TJK,1640.50952542748
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tanzania,TZA,114.964301328413
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Thailand,THA,2798.10745942337
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Timor-Leste,TLS,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Togo,TGO,167.078889121534
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tonga,TON,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Trinidad and Tobago,TTO,6425.29060070309
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tunisia,TUN,1533.80006418483
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkiye,TUR,3294.2219031759
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turkmenistan,TKM,2577.18170519922
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Turks and Caicos Islands,TCA,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Tuvalu,TUV,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uganda,UGA,80.7448676834179
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Ukraine,UKR,2973.07734792301
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Arab Emirates,ARE,13914.1426572805
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United Kingdom,GBR,4760.73438326436
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,United States,USA,12751.4774748559
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uruguay,URY,3464.31744203913
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Uzbekistan,UZB,1824.40605179461
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Vanuatu,VUT,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Venezuela, RB",VEN,1998.85286171883
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Viet Nam,VNM,2290.2681069016
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Virgin Islands (U.S.),VIR,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,West Bank and Gaza,PSE,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Yemen, Rep.",YEM,69.1797947835074
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zambia,ZMB,695.479743558319
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Zimbabwe,ZWE,520.778492142944
GDP (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,18799444490.1128
GDP (current US$),NY.GDP.MKTP.CD,Albania,ALB,15585105131.0644
GDP (current US$),NY.GDP.MKTP.CD,Algeria,DZA,193459662090.677
GDP (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,647000000
GDP (current US$),NY.GDP.MKTP.CD,Andorra,AND,3155149347.80639
GDP (current US$),NY.GDP.MKTP.CD,Angola,AGO,70897962732.0277
GDP (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1725351851.85185
GDP (current US$),NY.GDP.MKTP.CD,Argentina,ARG,447754683615.225
GDP (current US$),NY.GDP.MKTP.CD,Armenia,ARM,13619290539.2116
GDP (current US$),NY.GDP.MKTP.CD,Aruba,ABW,3395798882.68156
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,1392723834562.64
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,442983642371.842
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,48174235294.1176
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,13016200000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,40446808510.6383
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,351231654603.692
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,5788288000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,64410122847.3508
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,536726344405.489
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,2388300000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,14391686309.033
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,7423465000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,2735683570.28851
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,40895322843.7851
GDP (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,20482608755.379
GDP (current US$),NY.GDP.MKTP.CD,Botswana,BWA,16725908148.5481
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,1873288205186.45
GDP (current US$),NY.GDP.MKTP.CD,British Virgin Islands,VGB,..
GDP (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,13469235348.2211
GDP (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,68631726289.2794
GDP (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,16032813503.3707
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,2576518879.82353
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,2252177133.74705
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,36685356407.7206
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,39667757527.6578
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,1743725183672.52
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,5941896607.58643
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,2221301351.43918
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,11314951091.7283
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,10032440928.3488
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,278285058719.466
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,14279968506271.7
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,323031701192.84
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,1195019531.9011
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,51775829877.2088
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,13976637779.9763
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,64417670521.3545
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,60382894697.3557
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,61467582193.6824
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,103427600000
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,3026124134.07821
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,26196667099.5303
GDP (current US$),NY.GDP.MKTP.CD,Czechia,CZE,256794209028.77
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,345401473012.615
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,3088853638.56832
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,611537037.037037
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,88941372558.2397
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,107595829000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,318678815489.749
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,26881140000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,11364133549.7478
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,31873748770.0313
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,95912607722.3032
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,3266432734.22819
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,5444407214.31758
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,267014821129.411
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2722793515171.76
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,6022276196.13871
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,16874405465.391
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1813609692.49994
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,17638337116.9126
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3957208055215.68
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,68337969247.7067
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,207305649887.019
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,2997309971.87623
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,1213485185.18519
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,6355000000
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,77172317258.6478
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,13442861496.4454
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1588638853.59328
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,5173760191.84652
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,15016090929.5125
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,24882225741.8119
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,363074545072.389
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,164020460331.659
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,24681343649.2952
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2835606256558.19
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1119099871385.79
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,333519146339.191
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,233636097800.338
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,407124824064.995
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,7314967866.28289
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,399651065197.871
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2019606796583.53
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,15830766570.7266
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5117993853016.51
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,44503006338.0282
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,181667184854.501
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,100378436207.371
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,216985362.338171
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1651422932447.77
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,7899737577.47286
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,140856394870.02
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,9371275264.36735
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,18740561512.5555
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,33099503950.847
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,51605959131.2741
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2390702295.82777
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,3319596500
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,69254496471.6938
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,6436467007.11932
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,55122066225.796
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,69890505323.5842
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,55082293844.1008
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,12606338448.547
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,14104664678.5063
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,11051865579.8121
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,365177721021.516
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,5726094799.37709
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,17280250810.0321
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,16337793530.7788
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,232900000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,7894764885.82312
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,14436346979.6355
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1304106203694.81
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,394000000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,11736797054.6965
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,7383496254.23721
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,14206359017.5143
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,5542054181.12616
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,128920266409.458
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,15512759046.672
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,75065106227.6892
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12541928303.48
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,124871111.377973
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,34186180699.0255
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,928903005576.469
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,9475655324.59495
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,212846907683.439
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,12699028889.666
